Sample_ID,Class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101
M4_12304,0,56494,914174,894092,52476,79911,517812,111138,25071,31039,2231558,258900,21367,2378203,142595,1130733,367305,0,617083,108038,23202,39854,141660,50913,84596,934455,152970,329975,124754,574617,87003,150035,1527084,26192,0,0,126618,0,10408,10446,2378437,1624812,1804033,17273,26282,19392876,0,30092,49229,15241,578137,22313,20551,6756182,27176,587907,702333,972778,687619,225522,186843,61280,589321,24026,1848946,59579,113507,39317,180313,54422,651988,98032,1412703,169361,2690271,3684811,925287,80757,156793,96165,59727,16316,168752,508675,35314,1568048,0,238545,0,54763,0,72857,68577,16513,55948,0,14138,293236,0,23435,14503,0
M5_12304,0,67709,1352905,887739,45790,66404,243954,90708,29616,40146,2510222,447193,34128,1819874,499482,854751,315217,0,882484,142600,36994,272309,133844,105985,91235,1032727,167853,347375,128907,760513,79508,154983,1325389,69501,0,0,134161,0,34599,32566,3515024,1597851,1848902,52248,78468,22405424,0,30445,52579,22463,411524,31419,114079,6980457,30469,523463,704247,638388,581001,213611,173855,62528,575789,36799,2811257,91219,125383,33082,159792,43685,1050274,160964,2218652,177904,2228423,3155597,561042,66851,141322,93161,53431,24980,155973,655501,29835,2003021,0,290218,0,61250,0,81426,67023,12060,46903,0,12602,250603,0,15094,16343,0
M1_12339,0,51148,3170969,2343650,54310,236837,287667,362582,37268,29147,490498,575964,40194,643080,169246,784876,311203,0,2577895,154867,87478,21832,154583,72857,78968,1047914,200128,187717,180621,1078128,86971,152823,564669,53476,21595,0,42899,0,24259,19372,729763,1370889,2680163,51571,488643,31237832,20670,129678,65141,145906,639763,42627,24250,5445323,44801,309700,576811,679792,216137,190504,151234,57593,749564,253608,2280225,74627,238517,34182,125812,48820,665145,226555,341833,334040,3787214,5662716,759547,61277,183798,64294,96349,72823,291683,35819,30469,1896334,0,108449,0,28662,0,57850,126619,29607,106446,0,22220,665627,0,34689,24715,0
M2_12339,0,54166,1026161,1024438,45277,135672,437758,169293,32190,98680,1727834,413100,36054,1027737,195986,1012916,302228,0,1278111,131972,57962,18562,169158,65322,63985,1042017,186260,275203,131858,845523,101427,189311,865720,62325,35048,0,46413,0,49070,45604,273749,1299031,2372512,70457,208719,25736392,14698,83138,87034,128325,780494,35412,41497,6535567,33141,393790,648279,616781,216008,230202,171573,71104,718500,83069,1441223,41721,176224,31326,170689,54238,215107,184165,202919,289498,3118083,4075795,909788,69658,161009,88354,97397,31255,234315,234246,36249,492176,0,78941,0,20567,0,10987,97833,21095,88420,0,21135,465142,0,38177,27842,0
M3_12339,0,60567,1201863,2490640,90692,163538,598932,202519,26332,62440,791162,315197,34803,781302,169084,1509580,425300,0,1123206,110089,52087,23166,153919,94963,97856,1035414,195744,273422,146522,1113840,103899,178081,795751,54417,34042,0,51624,0,36400,31006,445393,1251048,2797914,62734,193110,32488529,16858,78847,88696,120271,1038760,39250,34148,6642696,38863,371243,598101,686012,220605,202308,187878,67983,745393,124457,1000911,34548,206885,38522,124801,46896,216075,196632,154604,302108,3423458,5091736,936996,60374,169393,68480,94844,41367,252590,33822,30456,574296,0,66236,0,23474,0,12598,108620,24185,88489,0,20290,495650,0,34937,23071,0
M4_12339,0,59298,1285277,2510266,98342,197933,514468,210634,28610,57801,659830,514322,32279,972133,134765,1335742,443816,0,1635958,140620,45047,25312,150681,69360,63458,995167,194877,245308,147299,1032189,110469,168634,909508,57046,26408,0,52217,0,37276,31819,664971,1311672,2695836,56399,113824,30602571,20189,86645,120210,92098,899886,38752,32712,6430319,36322,446749,667650,684416,298092,233993,161374,68400,695822,134787,1718066,56075,182210,32492,130027,44599,342900,182116,239906,263035,3207920,4796830,675515,57728,163797,64681,79518,47402,235447,28548,29574,777467,0,73668,0,24903,0,14857,88614,17308,81485,0,14017,456943,0,24501,18455,21212
M5_12339,0,58524,1105993,2088218,98589,77109,688966,106586,16962,53945,626879,245543,47837,631980,178529,1111467,282083,0,513483,64843,97637,20540,137508,31102,74598,1182505,227751,220568,217601,930881,128022,149370,630679,51875,45707,0,44026,0,27026,23058,201740,1116216,2729430,75636,611378,27597473,12449,189026,64387,237553,462413,36182,25990,4936769,33470,318565,454189,623367,216558,152837,142247,59368,639518,59922,699455,24202,165313,30198,115635,38025,142229,172160,114480,202583,2749958,5113341,638101,42510,152067,44364,84801,40345,269829,31401,22240,396160,0,48325,0,17350,0,7463,79380,17900,72805,0,17325,597299,0,26036,18125,0
M1_12346,0,54595,1430083,737860,52279,27552,228662,34316,40770,45723,375161,69634,22342,915780,214058,1027770,391458,0,379088,147711,73969,75277,167624,33264,56986,1236482,230095,226688,159656,1073055,160614,206917,504152,56913,58106,0,173398,0,26548,16812,18576849,1642445,2199458,111635,239535,30137149,31158,178845,69570,229719,382329,36401,84215,6534957,45489,521723,1222638,880080,280572,405363,163909,248343,777413,26147,2211515,124198,258217,83854,329206,125973,689148,215775,1381657,348529,4220101,4589208,881551,181147,253306,75264,702495,60710,298235,436249,92469,19505118,0,897829,0,250906,0,135813,140513,35695,107937,0,32805,534967,25045,39904,25215,34150
M2_12346,0,83406,2999131,1464580,58126,83499,287241,86782,110431,50011,880016,168022,35198,892707,1852594,576950,179617,0,698385,224263,70565,28890,161122,186418,102589,941476,188081,189101,144346,1057223,103432,205700,841469,46678,44611,0,156427,0,22971,16744,25682677,2035344,2126401,92783,230098,32536984,18538,117588,72175,181691,344085,39310,79380,5524352,44499,647501,1530007,650048,382301,508805,144584,323655,775029,26367,2351860,145257,266120,87506,378034,143104,887723,122748,1689698,363263,3575569,5164691,1015819,207367,252105,75882,769044,35708,296320,499815,97600,21669962,0,976883,0,256459,0,143991,139209,28028,98398,0,27935,534392,17195,32935,16127,16406
M3_12346,0,59211,2998738,1443896,48344,51952,423659,75568,72502,36237,724648,147413,34140,945861,339638,657880,197678,0,469769,170631,62073,30882,141049,49028,123587,937418,192068,179077,127960,974419,106529,167753,720084,51548,58710,0,149698,0,28560,21535,22246674,1711040,2003672,108121,192251,28960289,20878,118807,58004,218643,396020,32100,72520,5995270,39239,566862,1266111,617765,349015,446183,131763,277680,687217,25440,1935202,123197,217967,86243,370224,137312,654216,108858,1323695,291116,3265470,4577764,830909,196401,202705,63933,827124,42323,270437,400555,100888,23529274,0,955632,0,275074,0,129131,115553,25316,92085,0,26717,502225,19699,29005,23271,0
M4_1212346,0,69376,1725875,689375,32175,30139,216931,57431,75924,111544,910210,132937,37799,1177657,2562135,741433,432094,0,383617,176253,69903,427189,163282,51525,112544,939868,197438,196099,116783,1030274,97653,160119,729949,57910,42108,0,202326,0,22170,12727,24602810,1888988,2080982,99559,195158,30251114,32269,110029,81497,192257,623156,37143,108715,6832570,42176,671432,1309996,762998,405229,448038,124968,280467,763424,26464,2137501,110292,227985,82795,349155,125889,530998,192879,1096089,345204,3271525,3961865,1069310,177754,198922,60707,807188,53849,292940,319664,88734,19908865,0,802159,0,256731,0,106889,123879,28444,96957,0,30548,520939,22038,28297,27721,12558
M5_12346,0,114279,17335841,575904,30879,25608,215536,34568,35335,23214,793159,138499,36833,865849,238436,822403,288400,0,632538,165789,72146,35519,177238,27466,106458,944662,189823,194362,150429,1262093,112228,191940,567360,58187,48172,0,166079,0,26727,20214,26958516,1934577,2370376,107752,242724,37569110,539618,125964,79680,194461,1467206,36087,109802,6813022,49908,823535,1491368,743573,561480,508207,161692,319666,906175,32392,2002747,124348,300219,48236,422198,156414,697646,215054,1346843,401917,3965406,5880994,1123509,224964,257781,79213,1036886,1461272,361707,422880,113235,25438566,0,1035353,0,311494,0,138579,160931,32630,110473,0,35944,605001,39221,46718,25390,10941
M1_13008,0,95112,2181312,1111946,44670,83869,180712,92853,15816,83798,1028429,218420,37983,1271031,256811,773881,264478,0,1429507,136206,34085,18101,197775,50293,58967,1061370,155967,384337,100146,947572,75753,161307,521840,54614,0,0,37072,0,15047,0,168666,1218548,2473698,30372,22331,27871212,27748,13209,54464,0,471936,36689,27593,9484684,37003,410193,748704,798699,268277,258015,188242,63123,904953,45364,1898022,58584,203971,47899,220569,63825,378726,209604,325025,307577,4452069,4471579,1129748,93729,205188,109039,71484,61447,279809,218469,46310,525130,0,155202,0,26224,0,16541,127841,32722,111587,0,32588,626701,32451,53393,30260,104679
M2_13008,0,64187,2536115,1260251,53493,81304,106370,102093,19691,60309,2854382,162126,21698,1052787,467408,289637,180778,0,728345,113649,22614,32903,201410,46050,102589,1010665,135306,222620,168221,931202,85060,224773,1519419,55580,0,0,45481,0,23316,0,198494,1878900,2540370,52971,25978,31666332,36660,13436,98053,0,1002145,36762,55343,6616503,40733,866834,1289399,935681,487338,465831,224537,96840,910467,72571,1756295,53350,227535,57213,295563,90423,297402,222277,317076,266300,5367502,7730855,1092788,125361,301232,120913,90425,96271,287389,270730,66865,1061880,0,264640,0,33630,0,18083,131560,39820,137868,0,33283,704652,30281,59505,33348,22160
M3_13008,0,74443,1567884,692792,23366,20693,111197,46646,10674,64797,1035235,35523,10259,3748688,117938,435708,165651,0,353486,47738,14584,28135,168094,25176,145789,873428,71760,340725,100251,1202854,78006,366306,468254,17140,0,0,51935,0,8504,0,232173,1039970,2670484,19475,26094,36403151,0,31470,52948,0,724432,21676,26088,12141174,35873,659108,947072,1293281,570341,353537,486061,88180,1854649,46195,1324488,43978,187705,124029,258238,111711,302790,519688,279345,277431,12129120,10142902,883803,156987,745987,267606,119937,65153,731373,225125,86283,2348653,0,470048,0,56899,0,28037,202651,133335,457149,0,71232,2049695,60401,166076,102378,23131
M4_13008,0,56892,1920235,643771,31970,37310,73814,77038,14486,90138,3405949,145150,17414,1057705,1141857,327925,168349,0,660401,76382,18549,14741,158283,67470,98025,1030275,146366,247669,203909,1024724,96842,275012,1187358,32441,0,0,40621,0,11865,0,260034,1297291,2946373,25461,21299,37783260,0,18890,65856,0,1111736,26808,31568,7696478,44751,921830,1177532,1270464,895774,442177,329396,104794,1108065,66038,2056006,56575,294748,70515,328949,112487,318402,271201,340161,328293,7810389,12587790,1145960,166839,421005,170474,128062,93346,349254,428501,86902,681061,0,233937,0,47856,0,23076,175904,64533,189762,0,44321,986894,46934,87810,45653,23713
M5_13008,0,68786,1090446,853222,55949,53628,310278,149551,17864,185091,2610479,165915,36383,1268092,150360,647812,189467,0,635026,72195,31098,13762,156005,57947,78968,952375,137368,366507,112328,737698,98274,171172,1001432,29144,0,0,31001,0,10855,0,111850,911570,2583182,19427,29668,26092005,0,19805,47951,0,213767,20603,20087,7387459,30801,409935,596620,822053,328711,202015,221805,52358,807759,40384,1083637,30928,169361,38202,177360,56187,175588,213253,178082,261082,4823838,5084942,656693,84007,240633,125811,62097,35086,284684,180777,43455,509466,0,132278,0,19920,0,11757,118569,32719,127723,0,37003,665141,24996,57034,28113,16383
M1_13015,0,88288,5299978,1343582,40711,0,197453,0,40298,30529,1282390,0,48265,2791948,153553,997193,363020,0,58410,119676,122127,81963,119975,40499,56897,621822,126621,231943,69071,692606,55067,117065,1671000,16271,12682,0,107494,0,154322,168438,7323737,1100003,1218133,32067,783667,20375178,0,171410,67908,153794,227769,21676,33483,7053396,28363,873207,1402395,595800,608208,478552,91229,116652,643086,0,513301,64083,120927,54782,315791,128659,24846,111131,128413,150735,1695139,1828152,1001227,237264,109944,65297,127966,31389,203656,54554,128938,4265566,0,183825,0,100136,0,9721,78322,9859,60816,0,17581,423921,0,26694,23539,0
M2_13015,0,85015,2075792,2325924,55200,0,452180,0,21553,38657,1112442,0,73700,2592157,3831895,1309937,422256,0,55810,58294,243966,71290,121604,54546,123578,704617,140570,265824,64050,585191,52698,111288,1401142,13104,10776,0,82705,0,121707,131165,1829973,830835,1115196,24233,1412321,16408407,0,305326,57829,274413,201993,17498,24074,6906722,22903,667996,881619,456119,506175,278950,69994,75912,527326,0,287968,23629,84147,42660,198314,76166,20183,86826,87510,139348,1225018,1410910,592605,142513,85340,44956,78802,20976,164212,32874,79309,825373,0,69230,0,32125,0,0,51701,7278,44900,0,9276,425000,0,16989,19230,0
M3_13015,0,79812,5069551,1216073,36609,0,255716,0,31068,47458,1136211,0,43584,2714645,126940,719837,285811,0,70223,67399,131428,607259,111879,38320,145789,528454,117277,207059,51528,577234,61673,84457,1875692,19000,12208,0,116377,0,112990,117479,2054604,1349545,985915,34099,666411,16575937,18284,154640,67942,146131,137797,22519,31349,6464831,25342,917294,1223263,556043,712403,405920,65443,109772,548032,0,367870,31282,93894,51843,234594,105771,19782,84169,79146,144198,1360760,1575726,834607,187628,83730,45851,109201,22991,171533,40530,105090,1196160,0,101422,0,43959,0,0,60577,6272,41909,0,12414,357755,0,20183,22086,0
M4_13015,0,106388,5558461,1161290,35454,0,230319,0,27210,56444,1140556,0,50694,3845060,188308,717716,261380,0,67942,61735,151766,857254,128877,50372,114596,567153,117902,210655,67295,736122,58762,103884,1991412,18205,19049,0,152240,0,184762,198120,2163280,1536439,1282653,40859,779051,20965017,23784,178980,63988,181438,294631,26505,30856,7180953,32008,1039816,1262920,862629,1048950,419944,92708,120137,683935,0,383276,32371,130124,69448,292801,116997,26061,122334,83118,198908,1817947,2189385,959327,204492,107424,55094,133637,34008,208399,47228,108049,1291115,0,117220,0,52859,0,0,82398,12370,58505,0,15672,407244,0,25604,19854,0
M5_13015,0,76401,4242133,1543309,45426,0,507759,0,33848,56756,1159275,0,41041,2571168,147551,837436,271509,0,64909,82786,106891,280210,117530,64458,136589,572999,114151,220544,54116,576343,54739,101597,1684453,12700,19402,0,85668,0,218118,237472,1584468,944002,1077271,28981,518458,16478885,16480,124065,48378,124741,147305,18993,19418,6844184,28468,565687,854313,478071,455538,269538,71810,67644,509790,0,268224,24616,89010,44538,198241,92745,13429,83739,63265,141038,1378122,1571458,702737,181352,86718,48302,87025,19757,147558,33607,103414,746994,0,66829,0,32134,0,0,56296,9220,39473,0,10677,277313,0,17154,13684,0
M1_13025,0,101900,10101910,1156384,69848,0,242226,0,22125,89021,2199993,0,33730,657179,415194,1803321,479327,0,90641,90043,28976,21335,224886,58686,89674,845113,146389,234929,87544,717305,71183,132616,980979,43557,20009,0,42311,0,46000,40726,320872,1273680,1865777,54336,103701,21459931,54607,48793,66925,99689,255907,18616,37679,5856405,28295,487288,815981,507577,243757,266956,105805,60456,534099,0,287666,0,131972,33659,168486,60740,12878,102731,59806,180063,2131909,2337731,562417,95630,127223,80457,78131,123609,164836,51010,46779,184097,0,86323,0,17258,0,0,70909,12914,53398,0,14431,298796,86857,21701,13120,0
M2_13025,0,109981,18917469,994103,59379,0,167380,0,14313,93802,778093,0,31345,827419,100895,393902,156756,0,142147,90099,28094,1772259,245339,97351,25895,766441,163287,173188,108840,1103088,85896,149120,1086309,44516,23402,0,176934,0,21127,10369,345656,1832631,2060833,69757,70001,30893013,226809,45694,91477,77935,1310836,28956,48351,5473041,58483,958897,1256232,825083,610506,434053,131324,101084,740790,0,383426,0,189941,37505,240218,77144,28671,125255,78945,243099,2839581,4093446,707602,98248,189425,56860,124294,582570,239163,68215,47650,324409,0,97181,0,29150,0,0,92918,17676,63064,0,23260,466651,141410,30298,17484,0
M3_13025,0,79088,4985897,1022825,47531,0,159006,0,17640,74753,1623193,0,23075,1022487,206509,547445,175296,0,58908,92617,22977,422372,165085,39447,69875,615422,130744,183262,67210,726749,63391,108473,828491,43199,17846,0,84469,0,19646,11490,323510,1448681,1628750,51705,49004,21373374,22010,29195,72010,53895,293772,21294,33307,5895762,26529,588391,854949,577115,322623,282003,104587,69333,543977,0,252193,0,120976,31228,159529,60000,15757,102477,57007,197489,2077797,2598176,302510,80825,131772,54389,88668,59729,173962,49020,40199,233547,0,83430,0,17030,0,0,67423,12804,49522,0,16777,395285,29447,22599,25756,0
M4_13025,0,76979,10511539,1251761,80574,0,290754,0,17560,100305,2243367,0,27965,662883,206919,2112565,567370,0,83862,69350,19681,16608,210792,29659,102569,868958,134880,259824,98239,656209,69145,147571,995663,36260,15382,0,45318,0,20737,15290,196575,1297303,1771207,49766,65213,19854172,35494,39471,82881,76463,706328,17743,36042,6084645,26196,761671,918316,482653,579359,316336,109983,70155,507417,0,311562,0,113980,36869,193583,70593,21346,89496,68581,160511,2063900,2502653,547115,105233,140648,75962,88441,107227,154296,59726,52098,162948,0,108234,0,21504,0,0,61673,12128,52246,0,15461,278974,78368,21964,12297,0
